arquivo,url_cloudinary
3_BROCA_ACO_RAPIDO_BRASFORT_H_1_4.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168483/imagens_otimizadas_marketplace/3_BROCA_ACO_RAPIDO_BRASFORT_H_1_4.jpg"
1_ALIC_REBIT_4_BICOS_EDA_8VJ.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168484/imagens_otimizadas_marketplace/1_ALIC_REBIT_4_BICOS_EDA_8VJ.jpg"
2_CORANTE_XADREZ_50ML_AZUL.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168486/imagens_otimizadas_marketplace/2_CORANTE_XADREZ_50ML_AZUL.jpg"
2_FITA_ISOL_3M_IMPERIAL_18X10_BRANCA.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168487/imagens_otimizadas_marketplace/2_FITA_ISOL_3M_IMPERIAL_18X10_BRANCA.jpg"
1_PARAF_SEX.FERRO_A_1_4_X_1_1_2_JOMARCA.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168489/imagens_otimizadas_marketplace/1_PARAF_SEX.FERRO_A_1_4_X_1_1_2_JOMARCA.jpg"
1_BUCHA_AUMENTO_GARDEN_1_2_X3__4__ZAMAC.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168490/imagens_otimizadas_marketplace/1_BUCHA_AUMENTO_GARDEN_1_2_X3__4__ZAMAC.jpg"
"1_CABIDE_ADESIVO_ATLAS_0,5KG_FIXO_BR.jpg","https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168491/imagens_otimizadas_marketplace/1_CABIDE_ADESIVO_ATLAS_0_5KG_FIXO_BR.jpg"
2_GRELHA_PLAST_REDONDA_BR_10X10_LUCONI.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168492/imagens_otimizadas_marketplace/2_GRELHA_PLAST_REDONDA_BR_10X10_LUCONI.jpg"
3_ROLO_COMPEL_DE_LA_CARNEIRO+CABO_23CM.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168493/imagens_otimizadas_marketplace/3_ROLO_COMPEL_DE_LA_CARNEIRO_CABO_23CM.jpg"
1_COND_CORRUG_AMARELO_C_3_4_R_50.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168494/imagens_otimizadas_marketplace/1_COND_CORRUG_AMARELO_C_3_4_R_50.jpg"
3_DESEMP_PVC_GALO_AZUL_CORRUGADA_22X34_822.jpg,"https://res.cloudinary.com/dbpq32fiq/image/upload/f_auto,q_auto/v1764168495/imagens_otimizadas_marketplace/3_DESEMP_PVC_GALO_AZUL_CORRUGADA_22X34_822.jpg"
