Código;classificacao_marketplace;canal_ml;canal_shopee;tipo_envio_ml_sugerido
116170;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00777;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
116171;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01699;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
419620;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00801;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
180551;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
180554;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01428;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
419600;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00378;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199261;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00510;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199477;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00512;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
388200;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00507;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
388160;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00201;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199481;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
388170;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00438;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
199781;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00972;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
116111;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00780;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
180185;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00274;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
36358;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
108383;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01297;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
139115;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11075;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01109;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
329215;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01516;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
352969;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01517;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16395;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00224;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16397;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01520;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163400;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01793;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163401;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01503;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163602;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01518;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163402;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01482;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16382;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01515;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16385;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01894;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163403;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00490;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
353175;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00050;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163404;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01514;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
163605;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01513;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
421600;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00763;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
333816;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
333832;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
333743;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01350;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
339547;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
333824;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01555;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
248711;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
248738;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
248770;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249530;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249548;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249556;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249564;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249572;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249580;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249599;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00762;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
333735;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02432;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164711;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01512;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164738;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164739;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164733;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02433;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
164713;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01247;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18795;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00174;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18791;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18792;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18793;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00149;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187193;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00150;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18738;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00151;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187207;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01296;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187195;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02239;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
337722;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00171;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
177128;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01822;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
351148;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
351156;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
354961;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01017;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
29645;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01556;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16683;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
27960;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
27979;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
27987;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
27995;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
28002;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
28010;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
28029;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
28037;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00711;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400520;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01406;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401140;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01407;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401170;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00712;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400580;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00713;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400610;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00327;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400080;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00467;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400220;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00036;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
399980;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02361;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401830;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01732;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401910;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01544;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401890;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00329;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400100;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00706;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400370;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400380;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400390;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400400;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01379;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400990;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401000;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401010;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401020;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02149;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401620;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401630;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401650;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401680;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400430;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400440;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400450;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400460;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00701;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400360;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01854;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401490;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401500;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401510;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01238;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400920;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00463;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400240;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400250;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400260;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400270;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401660;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401670;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401040;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400890;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00710;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400340;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01405;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400980;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00029;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
399890;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00030;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
399920;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00407;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400140;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400150;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400120;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400130;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02342;FORA_LIMITE;NAO;NAO;FORA_ML
401370;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G02343;FORA_LIMITE;NAO;NAO;FORA_ML
401400;FORA_LIMITE;NAO;NAO;FORA_ML
400910;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401640;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400900;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01408;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401460;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401450;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401870;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00884;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
400870;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01375;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
401070;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01775;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
412400;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
412410;FORA_LIMITE;NAO;NAO;FORA_ML
402130;FORA_LIMITE;NAO;NAO;FORA_ML
412430;FORA_LIMITE;NAO;NAO;FORA_ML
PAI-G01479;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
16490;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
16457;SOMENTE_ML;SIM;NAO;ML_AGENCIA_COLETA
17410;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01322;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
279145;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01320;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
28690;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01298;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
4405;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00844;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
125750;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
125768;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
125776;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
125784;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
125792;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00846;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
19061;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00845;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
20770;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
19063;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
19064;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01014;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
334073;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
334065;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
137193;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00843;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
173894;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
19060;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01348;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
57568;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01337;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14125;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14126;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14127;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01349;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
103675;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
103683;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
103691;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14131;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01335;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14104;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14105;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14106;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14107;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01347;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
368199;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14101;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
14102;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
368202;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01346;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191884;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191914;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01345;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
339903;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
339911;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00841;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
168113;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
168114;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02278;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
15210;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02276;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
168110;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02275;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
160832;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00557;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
181641;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
181650;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02120;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
317063;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02121;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
317071;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01323;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
191337;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01325;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
101080;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
101081;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02386;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17412;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02392;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
99260;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01180;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16144;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16020;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01570;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
44890;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00625;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17809;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00626;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17817;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17825;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02185;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
317330;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02192;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
309079;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00698;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17760;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17795;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02191;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
133949;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00969;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
50873;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00255;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
128996;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01538;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
311677;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01830;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
180115;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02434;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
180178;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01986;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
129801;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00005;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249858;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01545;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
352748;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
352756;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
323497;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00285;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
403200;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249904;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
402460;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249912;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
323500;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249920;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01351;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
311405;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
311413;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
311430;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
311448;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00090;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
311170;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
403250;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
403290;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
403300;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01037;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
318833;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
318841;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01833;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
300748;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01522;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
174458;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01524;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
174459;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02125;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18768;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01766;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187261;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187263;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187265;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187267;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02011;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187274;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01827;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18703;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
187127;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02370;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
13985;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01669;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17529;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
17525;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01671;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11484;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11449;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
11485;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00555;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16042;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16041;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16574;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00083;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
18018;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01847;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10884;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G02048;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
10887;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G01019;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
16942;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00536;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249289;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249319;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249238;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00553;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
249084;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
PAI-G00551;VALIDO_AMBOS;SIM;SIM;ML_CORREIOS
